"PotID","Pot.ID.QR.Code","stripNo","BinNo","plotType","divLevel","trt","lines1","lines2","lines3","lines4","lines5","lines6","lines7","lines8","lines9","lines10","lines11","lines12","lines13","lines14","lines15","lines16","lines17","lines18","lines19","lines20","GermRating","PlantNum_Initial","CanopyArea","SPAD","SLA_Area","SLA_Wt","SLA_Wt_notes","SLA","FH_Wt","FH_Num","FT.5.29.30.18","FT.6.4.18","FT.6.8.18","FT.6.12.18","FT.6.15.18","FT.6.19.18","FT.6.21.18","FT.6.26.18","FT.6.29.18","FT.7.6.18","FT.7.10.18","Notes_for_FT","Notes_for_SLA_SPAD","cow.damage.from.photos","Damaged_pot","FH_Wtsqrt","FT1001_mean","FT1001_min","FT1001_max","FT1001_q90","FT1001_q10","FT1001_16_mean","FT1001_16_min","FT1001_16_max","FT1001_16_q90","FT1001_16_q10","FT1001_var","FT1001_16_var","FT1001plast_mean","FT1001plast_var","PC5dist_mean","tmin_meangro_mean","Min.Tmp.Cld.M_mean","groseason_mean","tmean_4_mean","Latitude_mean","Latitude_mean2","Latitude_q10","Latitude_var","Longitude_mean","Longitude_q90","Ngenotypes","meanKin","meanGenD","treeDiv"
233,"233-B-mono-1-C","B",5,"mono",1,"C","CS76886","","","","","","","","","","","","","","","","","","","","MostGerm",19,14.6,29.3,0.19,0.888,"",0.214,0.2064,16,0,0,0,0,0,"0",0,0,0,0,0,"","Only 1 plant left due to cow, pot partially destroyed","DAMAGED BY COWS","damaged",0.454312667664022,92.00000000165,92.00000000165,92.00000000165,92.00000000165,92.00000000165,89.66666667,89.66666667,89.66666667,89.66666667,89.66666667,0,0,-4.66666666330001,0,8.63041685937206,41.25,8,8,104,36.77,1352.0329,36.77,0,-5.39,-5.39,1,7.32260312387646,0,0
440,"440-D-mono-1-S","D",4,"mono",1,"S","CS76953","","","","","","","","","","","","","","","","","","","","FewGerm",14,1.48,29.9,0.18,0.605,"",0.298,0.0966,4,0,0,0,0,0,"",0,0,0,0,0,"","Pot fully destroyed","DAMAGED BY COWS","damaged",0.310805405358401,106.45833335,106.45833335,106.45833335,106.45833335,106.45833335,112.6666667,112.6666667,112.6666667,112.6666667,112.6666667,0,0,12.4166667,0,7.73387067251798,88.7142857142857,-1,7,124,38.9786,1519.33125796,38.9786,0,48.5594,48.5594,1,7.32260312387646,0,0
2,"2-A-mono-1-C","A",1,"mono",1,"C","CS76836","","","","","","","","","","","","","","","","","","","","MostGerm",11,3.44,33.3,0.28,0.973,"dirty leaf",0.288,NA,0,0,0,0,0,0,"0",0,0,0,0,0,"partially, 6/21","Pot partially destroyed","DAMAGED BY COWS","damaged",NA,72.875,72.875,72.875,72.875,72.875,68,68,68,68,68,0,0,-9.75,0,4.27400226895244,56.625,-7,8,95,40.59,1647.5481,40.59,0,-4.15,-4.15,1,7.32260312387646,0,0
9,"9-A-mono-1-C","A",1,"mono",1,"C","CS77028","","","","","","","","","","","","","","","","","","","","MostGerm",20,10.48,22.8,0.14,0.639,"",0.219,0.0449,2,0,0,0,0,0,"0",0,0,0,0,0,"partially, 6/21","Pot partially destroyed","DAMAGED BY COWS","damaged",0.211896201004171,109,109,109,109,109,114.25,114.25,114.25,114.25,114.25,0,0,10.5,0,7.09644356932009,74.4285714285714,-10,7,116,38.7833,1504.14435889,38.7833,0,48.5517,48.5517,1,7.32260312387646,0,0
368,"368-D-mono-1-S","D",1,"mono",1,"S","CS76769","","","","","","","","","","","","","","","","","","","","MostGerm",16,7.64,25.5,0.15,0.592,"",0.253,NA,0,0,0,0,0,0,"",0,0,0,0,0,"","Pot partially destroyed, too small for SPAD","DAMAGED BY COWS","damaged",NA,69.16666666665,69.16666666665,69.16666666665,69.16666666665,69.16666666665,67,67,67,67,67,0,0,-4.3333333333,0,4.10967684881697,56,-4,7,132,41.5,1722.25,41.5,0,23.33,23.33,1,7.32260312387646,0,0
439,"439-D-mono-1-S","D",4,"mono",1,"S","CS76994","","","","","","","","","","","","","","","","","","","","MostGerm",18,2.61,NA,NA,NA,"",NA,NA,0,0,0,0,0,0,"25",25,NA,0,0,0,"destroyed by cow","Too far along in senecsense","DAMAGED BY COWS","damaged",NA,55.5,55.5,55.5,55.5,55.5,41.25,41.25,41.25,41.25,41.25,0,0,-28.5,0,10.5401146197568,20,-201,2,44,49.5,2450.25,49.5,0,73.1,73.1,1,7.32260312387646,0,0
367,"367-D-mono-1-C","D",1,"mono",1,"C","CS77107","","","","","","","","","","","","","","","","","","","","MostGerm",20,7,NA,0.11,0.445,"",0.247,NA,0,0,0,0,0,0,"",0,0,0,0,0,"","Too far along in senecsense, lots of culling leaves","DAMAGED BY COWS","damaged",NA,61.625,61.625,61.625,61.625,61.625,66.5,66.5,66.5,66.5,66.5,0,0,9.75,0,7.53343373088327,79.75,41,8,155,38.06,1448.5636,38.06,0,-4.38,-4.38,1,7.32260312387646,0,0
392,"392-D-mono-1-S","D",2,"mono",1,"S","CS76537","","","","","","","","","","","","","","","","","","","","MostGerm",20,10.4,25.2,0.28,1.01,"",0.277,0.1136,0,0,0,1,1,25,"50",50,75,75,75,75,"","Too small for SPAD","DAMAGED BY COWS","damaged",0.337045990927054,54.125,54.125,54.125,54.125,54.125,48.5,48.5,48.5,48.5,48.5,0,0,-11.25,0,10.5401146197568,20,-201,2,44,49.5,2450.25,49.5,0,73.1,73.1,1,7.32260312387646,0,0
362,"362-D-div-20-S","D",1,"div",20,"S","CS76790","CS76689","CS76409","CS77028","CS76721","CS76786","CS76979","CS77126","CS76836","CS76513","CS78778","CS78848","CS77006","CS76473","CS76692","CS76854","CS77287","CS76441","CS76953","CS77196","MostGerm",16,2.26,NA,NA,NA,"",NA,NA,0,1,1,1,0,1,"1",1,0,0,0,0,"destroyed by cow","","DAMAGED BY COWS","damaged",NA,72.06041666825,42.125,109,91.683333334985,51.5125,68.3208333365,32,114.25,110.8666667,42.2,363.861928997668,648.410289044762,-7.4791666635,272.439236367691,7.5996338534748,71.5358315295816,-26.45,8.1,92.9,44.75081,2002.6349956561,38.95907,32.800760122,18.05413815,74.21797,20,6.2703092170401,1.04981877611099,36.0709341356955
363,"363-D-mono-1-C","D",1,"mono",1,"C","CS76978","","","","","","","","","","","","","","","","","","","","MostGerm",18,12.13,NA,NA,NA,"",NA,NA,0,0,0,0,0,0,"",0,0,1,1,1,"destroyed by cow","","DAMAGED BY COWS","damaged",NA,73.79166666665,73.79166666665,73.79166666665,73.79166666665,73.79166666665,70.25,70.25,70.25,70.25,70.25,0,0,-7.0833333333,0,3.96483434261191,84.4,-201,5,33,51.36,2637.8496,51.36,0,82.59,82.59,1,7.32260312387646,0,0
390,"390-D-pred-10-S","D",2,"pred",10,"S","CS77057","CS76979","CS76958","CS76978","CS77020","CS77197","CS77179","CS77196","CS76706","CS77126","","","","","","","","","","","MostGerm",20,5.92,NA,NA,NA,"",NA,NA,0,0,1,50,50,50,"50",50,0,0,0,0,"destroyed by cow","","DAMAGED BY COWS","damaged",NA,69.15416666683,50.875,91.458333335,90.183333333485,51.55,63.966666667,40,96.66666667,91.341666667,41.575,317.709124236561,545.094444468667,-10.37499999966,132.767361126624,4.77114795905039,68.6076984126984,-75,7.4,70.7,47.37723,2244.6019224729,40.877,20.4668600178889,26.47536,82.554,10,6.33083802362718,0.984453241699178,21.7182522223573
213,"213-B-mono-1-C","B",4,"mono",1,"C","CS76632","","","","","","","","","","","","","","","","","","","","MostGerm",19,6.1,NA,NA,NA,"",NA,0.0091,0,0,0,1,25,25,"75",75,0,0,0,0,"fully by cow","","DAMAGED BY COWS","damaged",0.0953939201416946,61.25,61.25,61.25,61.25,61.25,44,44,44,44,44,0,0,-34.5,0,4.71295261946803,75,-23,8,79,52.3,2735.29,52.3,0,9.3,9.3,1,7.32260312387646,0,0
120,"120-A-mono-1-S","A",5,"mono",1,"S","CS77190","","","","","","","","","","","","","","","","","","","","MostGerm",18,8.44,30.2,0.17,0.538,"",0.316,NA,0,0,0,0,0,0,"0",0,0,0,0,0,"fully, 6/20","","DAMAGED BY COWS","damaged",NA,71.375,71.375,71.375,71.375,71.375,57,57,57,57,57,0,0,-28.75,0,6.07105917298072,70.4444444444444,-12,9,68,42.38,1796.0644,42.38,0,1.73,1.73,1,7.32260312387646,0,0
383,"383-D-mono-1-S","D",1,"mono",1,"S","CS77126","","","","","","","","","","","","","","","","","","","","MostGerm",19,7.88,NA,0.11,0.301,"",0.365,0.1024,0,0,75,75,75,75,"75",75,0,0,0,0,"starting to dry","","DAMAGED BY COWS","damaged",0.32,51.625,51.625,51.625,51.625,51.625,42.5,42.5,42.5,42.5,42.5,0,0,-18.25,0,5.2561606867598,78.1111111111111,-3,9,89,51.4083,2642.81330889,51.4083,0,-0.6383,-0.6383,1,7.32260312387646,0,0
331,"331-C-mono-1-S","C",4,"mono",1,"S","CS78778","","","","","","","","","","","","","","","","","","","","MostGerm",20,5.65,NA,NA,NA,"",NA,NA,0,0,25,50,75,75,"75",75,75,75,75,75,"stepped on","","DAMAGED BY COWS","damaged",NA,59,59,59,59,59,46,46,46,46,46,0,0,-26,0,8.53266860792365,60.5555555555556,-9,9,64,52.9,2798.41,52.9,0,-3.1,-3.1,1,7.32260312387646,0,0
436,"436-D-mono-1-S","D",4,"mono",1,"S","CS76741","","","","","","","","","","","","","","","","","","","","MostGerm",16,NA,NA,NA,NA,"",NA,NA,0,0,0,0,0,0,"",0,0,0,0,0,"washed out on 6/10/18","","DAMAGED BY COWS","damaged",NA,64,64,64,64,64,63,63,63,63,63,0,0,-2,0,6.24819938974815,32.1428571428571,-8,7,94,36.97,1366.7809,36.97,0,-3.36,-3.36,1,7.32260312387646,0,0
200,"200-B-mono-1-S","B",4,"mono",1,"S","CS78848","","","","","","","","","","","","","","","","","","","","FewGerm",4,2.15,38.3,0.21,1.114,"",0.189,0.1047,3,0,0,0,0,0,"0",0,0,0,0,0,"","","DAMAGED BY COWS","damaged",0.323573793747269,81.25,81.25,81.25,81.25,81.25,73,73,73,73,73,0,0,-16.5,0,5.90570318422391,70.25,35,8,141,39.85,1588.0225,39.85,0,-6.04,-6.04,1,7.32260312387646,0,0
202,"202-B-mono-1-S","B",4,"mono",1,"S","CS77020","","","","","","","","","","","","","","","","","","","","MostGerm",18,2.91,NA,NA,NA,"",NA,0.0206,0,0,25,75,75,100,"100",100,100,100,100,100,"","","DAMAGED BY COWS","damaged",0.143527000944073,52.75,52.75,52.75,52.75,52.75,40,40,40,40,40,0,0,-25.5,0,5.18705283105515,80.5714285714286,-43,7,74,47.984,2302.464256,47.984,0,10.8719,10.8719,1,7.32260312387646,0,0
209,"209-B-mono-1-C","B",4,"mono",1,"C","CS76739","","","","","","","","","","","","","","","","","","","","MostGerm",19,14.58,42.3,0.24,1.445,"",0.166,NA,0,0,0,0,0,0,"0",0,0,0,0,0,"","","DAMAGED BY COWS","damaged",NA,81.375,81.375,81.375,81.375,81.375,76.5,76.5,76.5,76.5,76.5,0,0,-9.75,0,4.90198242038402,50.5,-9,8,89,40.37,1629.7369,40.37,0,-5.74,-5.74,1,7.32260312387646,0,0
230,"230-B-mono-1-S","B",5,"mono",1,"S","CS76441","","","","","","","","","","","","","","","","","","","","MostGerm",20,4.31,29.6,0.13,0.551,"",0.236,NA,0,0,0,0,0,0,"0",0,0,0,0,0,"","","DAMAGED BY COWS","damaged",NA,77.75,77.75,77.75,77.75,77.75,74,74,74,74,74,0,0,-7.5,0,11.4615339636812,59.7777777777778,-12,9,64,56.5459,3197.43880681,56.5459,0,-4.79821,-4.79821,1,7.32260312387646,0,0
232,"232-B-pred-10-C","B",5,"pred",10,"C","CS76886","CS76721","CS76958","CS77197","CS76999","CS76693","CS78848","CS77196","CS77004","CS76692","","","","","","","","","","","MostGerm",19,11.22,NA,NA,NA,"",NA,NA,0,0,0,0,0,0,"0",0,0,0,0,0,"","","DAMAGED BY COWS","damaged",NA,85.44166666683,80.5,92.00000000165,91.512500001665,81.175,82.566666667,71.75,96.66666667,91.341666667,72.875,24.931404326863,75.8561728613086,-5.74999999966,82.5447531064191,7.03637496776067,67.8375000000001,-66.1,6.9,91.1,43.91092,1928.1688952464,39.542,31.1073133173333,30.80062,79.748,10,6.29756623697275,1.08742000866939,21.9051383622568
246,"246-C-mono-1-C","C",1,"mono",1,"C","CS76572","","","","","","","","","","","","","","","","","","","","MostGerm",17,12.74,26.3,0.43,2.144,"",0.201,0.2622,0,0,0,0,50,75,"100",100,100,100,100,100,"","","DAMAGED BY COWS","damaged",0.512054684579684,67.5,67.5,67.5,67.5,67.5,53.25,53.25,53.25,53.25,53.25,0,0,-28.5,0,16.4954042996695,24,-115,2,-46,47.04,2212.7616,47.04,0,10.51,10.51,1,7.32260312387646,0,0
247,"247-C-div-10-C","C",1,"div",10,"C","CS76739","CS76886","CS76650","CS76774","CS77057","CS76572","CS76692","CS76632","CS76473","CS76998","","","","","","","","","","","MostGerm",20,31.98,NA,NA,NA,"",NA,0.1108,0,0,25,25,1,25,"25",25,50,50,50,50,"","","DAMAGED BY COWS","damaged",0.332866339541865,68.787500000165,52.625,92.00000000165,83.037499998665,53.6375,61.491666667,41.75,89.66666667,77.816666667,43.775,187.865142750116,279.455941372475,-14.59166666633,122.932793225697,8.67075488534581,59.6658333333334,-56.6,6.8,76,44.10129,1944.9237796641,39.425,29.532297601,20.56264,74.21797,10,6.31380594286813,1.01544035584661,23.7452866419038
376,"376-D-mono-1-C","D",1,"mono",1,"C","CS76769","","","","","","","","","","","","","","","","","","","","MostGerm",20,19.08,38.2,0.41,1.84,"",0.223,0.1542,8,0,0,0,0,0,"",0,0,0,0,0,"","","DAMAGED BY COWS","damaged",0.392683078321437,69.16666666665,69.16666666665,69.16666666665,69.16666666665,69.16666666665,67,67,67,67,67,0,0,-4.3333333333,0,4.10967684881697,56,-4,7,132,41.5,1722.25,41.5,0,23.33,23.33,1,7.32260312387646,0,0
378,"378-D-mono-1-S","D",1,"mono",1,"S","CS76998","","","","","","","","","","","","","","","","","","","","MostGerm",16,4.92,38.1,0.34,1.448,"",0.235,NA,0,0,0,0,0,0,"",0,0,0,0,0,"","","DAMAGED BY COWS","damaged",NA,75.75,75.75,75.75,75.75,75.75,74,74,74,74,74,0,0,-3.5,0,6.97181094764357,110.666666666667,-28,9,124,41.8296,1749.71543616,41.8296,0,46.2831,46.2831,1,7.32260312387646,0,0
444,"444-D-pred-20-S","D",4,"pred",20,"S","CS77057","CS76836","CS76886","CS77033","CS77190","CS76360","CS77000","CS77020","CS76537","CS76513","CS77023","CS76693","CS78848","CS77196","CS77028","CS76409","CS76650","CS76786","CS76642","CS77126","MostGerm",14,1.49,NA,NA,NA,"",NA,0.0085,0,0,0,1,1,1,"1",1,25,25,25,25,"","","DAMAGED BY COWS","damaged",0.0921954445729289,72.6354166675825,50.5,109,92.375000001485,52.6375,68.9291666685,40,114.25,99.49166667,42.475,324.536526894643,568.371546206355,-7.412499998165,270.763505301683,6.87485501877054,69.4147817460318,-27.35,7.35,99.85,43.63965,1904.4190521225,38.59654,29.7764291415789,18.498997,54.056,20,6.23687023875893,1.11669171339906,37.8482302878174
98,"98-A-mono-1-S","A",5,"mono",1,"S","CS76689","","","","","","","","","","","","","","","","","","","","MostGerm",17,6.1,28.9,0.16,0.549,"",0.291,0.3378,16,0,0,0,0,0,"0",0,0,0,0,0,"","1 plant","","",0.581205643468816,68.875,68.875,68.875,68.875,68.875,68,68,68,68,68,0,0,-1.75,0,7.88371912507534,111.818181818182,53,11,132,41.43,1716.4449,41.43,0,2.13,2.13,1,7.32260312387646,0,0
23,"23-A-mono-1-C","A",1,"mono",1,"C","CS77033","","","","","","","","","","","","","","","","","","","","MostGerm",20,0.56,NA,0.07,0.196,"",0.357,NA,0,0,0,0,0,0,"0",0,0,0,0,0,"","1 plant only, too small for SPAD","","",NA,79,79,79,79,79,71.5,71.5,71.5,71.5,71.5,0,0,-15,0,5.12941830203436,85,-172,6,65,53.04,2813.2416,53.04,0,51.94,51.94,1,7.32260312387646,0,0
478,"478-D-mono-1-C","D",5,"mono",1,"C","CS77197","","","","","","","","","","","","","","","","","","","","MostGerm",20,1.83,33.9,0.18,0.677,"",0.266,0.0658,6,0,0,0,0,0,"",0,0,0,0,0,"","1 plant only, too small for SPAD","","",0.256515106767613,91.458333335,91.458333335,91.458333335,91.458333335,91.458333335,96.66666667,96.66666667,96.66666667,96.66666667,96.66666667,0,0,10.41666667,0,4.92892542933891,48.375,-1,8,99,40.93,1675.2649,40.93,0,-3.31,-3.31,1,7.32260312387646,0,0
448,"448-D-mono-1-C","D",4,"mono",1,"C","CS76689","","","","","","","","","","","","","","","","","","","","MostGerm",20,3.12,NA,0.07,0.414,"",0.169,0.2684,19,0,0,0,0,0,"",0,0,0,0,0,"","Leaves are very purple","","",0.518073353879545,68.875,68.875,68.875,68.875,68.875,68,68,68,68,68,0,0,-1.75,0,7.88371912507534,111.818181818182,53,11,132,41.43,1716.4449,41.43,0,2.13,2.13,1,7.32260312387646,0,0
386,"386-D-mono-1-S","D",2,"mono",1,"S","CS78848","","","","","","","","","","","","","","","","","","","","FewGerm",3,1.15,34.1,0.2,1.057,"",0.189,NA,0,0,0,0,0,0,"",0,0,0,0,0,"","Lots of bract leaves","","",NA,81.25,81.25,81.25,81.25,81.25,73,73,73,73,73,0,0,-16.5,0,5.90570318422391,70.25,35,8,141,39.85,1588.0225,39.85,0,-6.04,-6.04,1,7.32260312387646,0,0
394,"394-D-mono-1-C","D",2,"mono",1,"C","CS77023","","","","","","","","","","","","","","","","","","","","MostGerm",20,20.16,35.5,0.31,1.32,"",0.235,0.4662,11,0,0,0,0,0,"",0,0,0,0,0,"","Lots of bract leaves","","",0.682788400604463,95.75,95.75,95.75,95.75,95.75,98.25,98.25,98.25,98.25,98.25,0,0,5,0,7.73449682284914,77.7142857142857,-7,7,117,38.7406,1500.83408836,38.7406,0,48.6131,48.6131,1,7.32260312387646,0,0
72,"72-A-mono-1-S","A",3,"mono",1,"S","CS76706","","","","","","","","","","","","","","","","","","","","MostGerm",19,0.56,NA,NA,NA,"",NA,0.1205,0,0,0,0,1,25,"75",75,75,75,75,75,"","Lots of culling leaves, rosettes began senecsense","","",0.347131099154196,55.625,55.625,55.625,55.625,55.625,45.5,45.5,45.5,45.5,45.5,0,0,-20.25,0,4.94417205022048,64.1111111111111,-36,9,81,48.4,2342.56,48.4,0,8.77,8.77,1,7.32260312387646,0,0
463,"463-D-mono-1-S","D",5,"mono",1,"S","CS77387","","","","","","","","","","","","","","","","","","","","MostGerm",19,0.72,NA,NA,NA,"",NA,0.0447,0,1,75,75,50,75,"75",75,0,1,1,1,"","Lots of herbivory","","",0.21142374511866,50.875,50.875,50.875,50.875,50.875,50.5,50.5,50.5,50.5,50.5,0,0,-0.75,0,7.91471514011001,88.75,40,12,112,43.37,1880.9569,43.37,0,-5.49,-5.49,1,7.32260312387646,0,0
207,"207-B-mono-1-C","B",4,"mono",1,"C","CS77190","","","","","","","","","","","","","","","","","","","","MostGerm",18,24.44,32.9,0.53,2.178,"",0.243,0.2444,4,0,0,0,0,0,"0",0,75,100,100,100,"","Lots of herbivory, Infl munched on","","",0.494368283772331,71.375,71.375,71.375,71.375,71.375,57,57,57,57,57,0,0,-28.75,0,6.07105917298072,70.4444444444444,-12,9,68,42.38,1796.0644,42.38,0,1.73,1.73,1,7.32260312387646,0,0
27,"27-A-mono-1-S","A",2,"mono",1,"S","CS76692","","","","","","","","","","","","","","","","","","","","MostGerm",19,2.02,NA,NA,NA,"",NA,NA,0,0,0,0,0,0,"0",0,0,0,0,0,"","No plants","","",NA,82.041666665,82.041666665,82.041666665,82.041666665,82.041666665,74.33333333,74.33333333,74.33333333,74.33333333,74.33333333,0,0,-15.41666667,0,10.8771980562938,63.3333333333333,-214,3,44,51.82,2685.3124,51.82,0,79.48,79.48,1,7.32260312387646,0,0
40,"40-A-mono-1-S","A",2,"mono",1,"S","CS76642","","","","","","","","","","","","","","","","","","","","FewGerm",0,0,NA,NA,NA,"",NA,NA,0,0,0,0,0,0,"0",0,0,0,0,0,"","No plants","","",NA,64,64,64,64,64,63.75,63.75,63.75,63.75,63.75,0,0,-0.5,0,6.52744217856443,77.375,43,8,143,39.84,1587.2256,39.84,0,-6.6,-6.6,1,7.32260312387646,0,0
41,"41-A-mono-1-C","A",2,"mono",1,"C","CS76642","","","","","","","","","","","","","","","","","","","","FewGerm",0,0,NA,NA,NA,"",NA,NA,0,0,0,0,0,0,"0",0,0,0,0,0,"","No plants","","",NA,64,64,64,64,64,63.75,63.75,63.75,63.75,63.75,0,0,-0.5,0,6.52744217856443,77.375,43,8,143,39.84,1587.2256,39.84,0,-6.6,-6.6,1,7.32260312387646,0,0
78,"78-A-mono-1-S","A",4,"mono",1,"S","CS76999","","","","","","","","","","","","","","","","","","","","MostGerm",12,1.87,22.9,0.14,0.404,"",0.347,0.4201,14,0,0,0,0,0,"0",0,0,0,0,0,"","No plants","","",0.648151216923952,82.25,82.25,82.25,82.25,82.25,80.75,80.75,80.75,80.75,80.75,0,0,-3,0,6.97181094764357,110.666666666667,-28,9,124,41.8296,1749.71543616,41.8296,0,46.2831,46.2831,1,7.32260312387646,0,0
218,"218-B-mono-1-C","B",5,"mono",1,"C","CS76409","","","","","","","","","","","","","","","","","","","","FewGerm",16,9.72,30,0.29,1.207,"dirty leaf",0.24,0.2563,16,0,0,0,0,0,"0",0,0,0,0,0,"","No plants","","",0.506260802353886,88.16666668335,88.16666668335,88.16666668335,88.16666668335,88.16666668335,110.6666667,110.6666667,110.6666667,110.6666667,110.6666667,0,0,45.0000000333,0,6.43585996100691,53.5714285714286,-26,7,82,41.32,1707.3424,41.32,0,-1.34,-1.34,1,7.32260312387646,0,0
296,"296-C-mono-1-S","C",3,"mono",1,"S","CS76854","","","","","","","","","","","","","","","","","","","","MostGerm",18,4.06,30.8,0.18,0.702,"",0.256,0.1181,0,0,1,1,1,1,"25",25,75,100,100,100,"","No plants","","",0.343656805548792,52.5,52.5,52.5,52.5,52.5,45,45,45,45,45,0,0,-15,0,7.5387710078993,89.6666666666667,42,12,115,43.31,1875.7561,43.31,0,-5.7,-5.7,1,7.32260312387646,0,0
397,"397-D-mono-1-C","D",2,"mono",1,"C","CS77196","","","","","","","","","","","","","","","","","","","","MostGerm",18,17.45,39.3,0.26,1.327,"",0.196,0.0212,3,0,0,0,0,0,"",0,0,0,0,0,"","No plants","","",0.14560219778561,90.04166666665,90.04166666665,90.04166666665,90.04166666665,90.04166666665,90.75,90.75,90.75,90.75,90.75,0,0,1.4166666667,0,5.49288940801601,37.375,0,8,109,40.4,1632.16,40.4,0,-4.77,-4.77,1,7.32260312387646,0,0
236,"236-B-mono-1-S","B",5,"mono",1,"S","CS76360","","","","","","","","","","","","","","","","","","","","FewGerm",12,0.12,NA,NA,NA,"",NA,0.0088,0,0,0,0,0,0,"0",0,0,0,0,0,"","No rosettes, culling leaves present","","",0.0938083151964686,60.875,60.875,60.875,60.875,60.875,56,56,56,56,56,0,0,-9.75,0,6.67124573026418,74.8888888888889,31,9,127,41.62,1732.2244,41.62,0,12.87,12.87,1,7.32260312387646,0,0
68,"68-A-mono-1-C","A",3,"mono",1,"C","CS76632","","","","","","","","","","","","","","","","","","","","MostGerm",19,11.55,NA,NA,NA,"",NA,0.0879,0,0,0,1,50,75,"100",100,100,100,100,100,"","No rosettes, some bract leaves","","",0.296479341607472,61.25,61.25,61.25,61.25,61.25,44,44,44,44,44,0,0,-34.5,0,4.71295261946803,75,-23,8,79,52.3,2735.29,52.3,0,9.3,9.3,1,7.32260312387646,0,0
1,"1-A-mono-1-C","A",1,"mono",1,"C","CS77287","","","","","","","","","","","","","","","","","","","","FewGerm",1,0.1,NA,NA,NA,"",NA,NA,0,0,0,0,0,0,"0",0,0,0,0,0,"","Plants too small, looked like they just germinated","","",NA,42.125,42.125,42.125,42.125,42.125,32,32,32,32,32,0,0,-20.25,0,8.79222574777616,86.3636363636364,44,11,115,43.4,1883.56,43.4,0,-7.39,-7.39,1,7.32260312387646,0,0
128,"128-B-mono-1-C","B",1,"mono",1,"C","CS77057","","","","","","","","","","","","","","","","","","","","MostGerm",20,6.13,21.3,0.07,0.244,"",0.287,0.1305,0,0,1,75,75,75,"100",100,100,100,100,100,"","Plants washed away by rain","","damaged",0.361247837363769,53.875,53.875,53.875,53.875,53.875,44.5,44.5,44.5,44.5,44.5,0,0,-18.75,0,5.31922528802221,68.3333333333333,-30,9,85,48.53,2355.1609,48.53,0,9.09,9.09,1,7.32260312387646,0,0
130,"130-B-mono-1-C","B",1,"mono",1,"C","CS77179","","","","","","","","","","","","","","","","","","","","MostGerm",20,10.26,24.2,0.22,0.76,"",0.289,0.1085,7,0,1,50,75,75,"100",100,100,1000,100,100,"","Plants washed away by rain, rosettes somewhat senecsed","","damaged",0.329393381840012,50.875,50.875,50.875,50.875,50.875,41.75,41.75,41.75,41.75,41.75,0,0,-18.25,0,4.31182341212135,52,-28,9,69,42.1,1772.41,42.1,0,-2.56,-2.56,1,7.32260312387646,0,0
264,"264-C-mono-1-C","C",1,"mono",1,"C","CS77126","","","","","","","","","","","","","","","","","","","","MostGerm",20,NA,NA,NA,NA,"",NA,0.1569,0,0,50,50,75,75,"100",100,100,100,100,100,"","Pot destroyed fully","","damaged",0.396106046406767,51.625,51.625,51.625,51.625,51.625,42.5,42.5,42.5,42.5,42.5,0,0,-18.25,0,5.2561606867598,78.1111111111111,-3,9,89,51.4083,2642.81330889,51.4083,0,-0.6383,-0.6383,1,7.32260312387646,0,0
121,"121-B-mono-1-S","B",1,"mono",1,"S","CS76739","","","","","","","","","","","","","","","","","","","","MostGerm",17,4.14,30.1,0.11,0.44,"",0.25,3e-04,1,0,0,0,0,0,"0",0,0,0,0,0,"","Pot fully destroyed","","damaged",0.0173205080756888,81.375,81.375,81.375,81.375,81.375,76.5,76.5,76.5,76.5,76.5,0,0,-9.75,0,4.90198242038402,50.5,-9,8,89,40.37,1629.7369,40.37,0,-5.74,-5.74,1,7.32260312387646,0,0
365,"365-D-mono-1-S","D",1,"mono",1,"S","CS77057","","","","","","","","","","","","","","","","","","","","MostGerm",18,NA,25.5,0.13,0.364,"",0.357,0.1213,0,0,50,75,75,75,"75",75,75,100,100,100,"","Pot fully destroyed","","damaged",0.34828149534536,53.875,53.875,53.875,53.875,53.875,44.5,44.5,44.5,44.5,44.5,0,0,-18.75,0,5.31922528802221,68.3333333333333,-30,9,85,48.53,2355.1609,48.53,0,9.09,9.09,1,7.32260312387646,0,0
201,"201-B-mono-1-C","B",4,"mono",1,"C","CS76692","","","","","","","","","","","","","","","","","","","","MostGerm",19,13.72,37.2,0.17,1.01,"",0.168,0.0583,7,0,0,0,0,0,"0",0,0,0,0,0,"","Pot partially destroyed","","damaged",0.241453929352993,82.041666665,82.041666665,82.041666665,82.041666665,82.041666665,74.33333333,74.33333333,74.33333333,74.33333333,74.33333333,0,0,-15.41666667,0,10.8771980562938,63.3333333333333,-214,3,44,51.82,2685.3124,51.82,0,79.48,79.48,1,7.32260312387646,0,0
384,"384-D-mono-1-S","D",1,"mono",1,"S","CS76854","","","","","","","","","","","","","","","","","","","","MostGerm",20,3.09,NA,NA,NA,"",NA,0.104,0,0,50,75,50,75,"75",75,100,100,100,100,"","Pot partially destroyed, too small for SPAD","","damaged",0.322490309931942,52.5,52.5,52.5,52.5,52.5,45,45,45,45,45,0,0,-15,0,7.5387710078993,89.6666666666667,42,12,115,43.31,1875.7561,43.31,0,-5.7,-5.7,1,7.32260312387646,0,0
