"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"463",-0.0182892106626478,-0.0182892106626478,-0.0182892106626478,0.0445612260376159,0.0445612260376159,0.0445612260376159,0.11679693281299,0.11679693281299,0.11679693281299,0.016068365880791,0.016068365880791,0.016068365880791,-0.00320965126671657,-0.00320965126671657,-0.00320965126671657,-0.0663725157993489,-0.0663725157993489,-0.0663725157993489,-0.0977700781850449,-0.0977700781850449,-0.0977700781850449,0.185825310808378,0.185825310808378,0.185825310808378,-0.0231167624096759,-0.0231167624096759,-0.0231167624096759
"207",0.0110422248612845,0.0110422248612845,0.0110422248612845,0.0485822878653471,0.0485822878653471,0.0485822878653471,0.164852392591541,0.164852392591541,0.164852392591541,0.0103891206736961,0.0103891206736961,0.0103891206736961,-0.00385305484220332,-0.00385305484220332,-0.00385305484220332,0.162380908495084,0.162380908495084,0.162380908495084,0.401889861635905,0.401889861635905,0.401889861635905,-0.185709138939201,-0.185709138939201,-0.185709138939201,0.134201469465246,0.134201469465246,0.134201469465246
"27",-0.0523812473928926,-0.0523812473928926,-0.0523812473928926,-0.310968444501578,-0.310968444501578,-0.310968444501578,-0.0855567129210624,-0.0855567129210624,-0.0855567129210624,-0.0159558331761766,-0.0159558331761766,-0.0159558331761766,-0.000142390639686764,-0.000142390639686764,-0.000142390639686764,0.00176812926247089,0.00176812926247089,0.00176812926247089,0.0685383305270579,0.0685383305270579,0.0685383305270579,0.0580781682524402,0.0580781682524402,0.0580781682524402,-0.0490662643860885,-0.0490662643860885,-0.0490662643860885
"40",0.0230350730538028,0.0230350730538028,0.0230350730538028,0.061620535842005,0.061620535842005,0.061620535842005,0.0983424645493934,0.0983424645493934,0.0983424645493934,-0.0127858595203538,-0.0127858595203538,-0.0127858595203538,-0.00859312280575207,-0.00859312280575207,-0.00859312280575207,-0.00409575702418209,-0.00409575702418209,-0.00409575702418209,0.140475348986377,0.140475348986377,0.140475348986377,0.0244109134182443,0.0244109134182443,0.0244109134182443,-0.173421747303739,-0.173421747303739,-0.173421747303739
"41",0.0230350730538028,0.0230350730538028,0.0230350730538028,0.061620535842005,0.061620535842005,0.061620535842005,0.0983424645493934,0.0983424645493934,0.0983424645493934,-0.0127858595203538,-0.0127858595203538,-0.0127858595203538,-0.00859312280575207,-0.00859312280575207,-0.00859312280575207,-0.00409575702418209,-0.00409575702418209,-0.00409575702418209,0.140475348986377,0.140475348986377,0.140475348986377,0.0244109134182443,0.0244109134182443,0.0244109134182443,-0.173421747303739,-0.173421747303739,-0.173421747303739
"78",-0.0712599786091215,-0.0712599786091215,-0.0712599786091215,0.154382232777005,0.154382232777005,0.154382232777005,-0.264627924696922,-0.264627924696922,-0.264627924696922,-0.0173709319429126,-0.0173709319429126,-0.0173709319429126,0.00774551300617598,0.00774551300617598,0.00774551300617598,0.00718646506743855,0.00718646506743855,0.00718646506743855,0.0341386841567382,0.0341386841567382,0.0341386841567382,0.0338668584365463,0.0338668584365463,0.0338668584365463,0.0126598797646827,0.0126598797646827,0.0126598797646827
"218",0.0221145309297791,0.0221145309297791,0.0221145309297791,0.0294426743174574,0.0294426743174574,0.0294426743174574,0.0950552080488872,0.0950552080488872,0.0950552080488872,0.00949710404970255,0.00949710404970255,0.00949710404970255,-0.00619378338019543,-0.00619378338019543,-0.00619378338019543,0.0693797107018821,0.0693797107018821,0.0693797107018821,0.182643862565719,0.182643862565719,0.182643862565719,-0.0682792832747793,-0.0682792832747793,-0.0682792832747793,0.0578386760822608,0.0578386760822608,0.0578386760822608
"296",-0.0273006164982636,-0.0273006164982636,-0.0273006164982636,0.0484591998187294,0.0484591998187294,0.0484591998187294,0.119461721006618,0.119461721006618,0.119461721006618,0.018264761129856,0.018264761129856,0.018264761129856,-0.00686033657292104,-0.00686033657292104,-0.00686033657292104,-0.059722510269739,-0.059722510269739,-0.059722510269739,-0.0831990932419934,-0.0831990932419934,-0.0831990932419934,0.128485641846961,0.128485641846961,0.128485641846961,-0.0102666653675489,-0.0102666653675489,-0.0102666653675489
"397",0.56108906214745,0.56108906214745,0.56108906214745,-0.0377344406791079,-0.0377344406791079,-0.0377344406791079,-0.151883420175294,-0.151883420175294,-0.151883420175294,0.758013438986651,0.758013438986651,0.758013438986651,0.254830797500149,0.254830797500149,0.254830797500149,-0.0353193868784041,-0.0353193868784041,-0.0353193868784041,0.00257439708761312,0.00257439708761312,0.00257439708761312,-0.0227869021843202,-0.0227869021843202,-0.0227869021843202,0.00620886063089216,0.00620886063089216,0.00620886063089216
"236",-0.0279716378687726,-0.0279716378687726,-0.0279716378687726,0.031625891910973,0.031625891910973,0.031625891910973,0.0315552040801957,0.0315552040801957,0.0315552040801957,0.00567512295383729,0.00567512295383729,0.00567512295383729,-0.00302933659764401,-0.00302933659764401,-0.00302933659764401,-0.0230851922393844,-0.0230851922393844,-0.0230851922393844,-0.0301230844079952,-0.0301230844079952,-0.0301230844079952,-0.00863885860492817,-0.00863885860492817,-0.00863885860492817,-0.00816022251591008,-0.00816022251591008,-0.00816022251591008
"68",-0.0288106857721844,-0.0288106857721844,-0.0288106857721844,0.0174647169024855,0.0174647169024855,0.0174647169024855,0.0643730543907319,0.0643730543907319,0.0643730543907319,0.0111718988038184,0.0111718988038184,0.0111718988038184,-0.00354475450081331,-0.00354475450081331,-0.00354475450081331,-0.0279714045088266,-0.0279714045088266,-0.0279714045088266,-0.0552244047124101,-0.0552244047124101,-0.0552244047124101,-0.0159311310544125,-0.0159311310544125,-0.0159311310544125,0.0360983467107309,0.0360983467107309,0.0360983467107309
"1",-0.011646183874905,-0.011646183874905,-0.011646183874905,0.046972049878494,0.046972049878494,0.046972049878494,0.121077493884297,0.121077493884297,0.121077493884297,0.0162314529452591,0.0162314529452591,0.0162314529452591,-0.00232261287111872,-0.00232261287111872,-0.00232261287111872,-0.0807222333412546,-0.0807222333412546,-0.0807222333412546,-0.149264198880409,-0.149264198880409,-0.149264198880409,0.263048081723242,0.263048081723242,0.263048081723242,-0.062580862915215,-0.062580862915215,-0.062580862915215
"128",-0.0415039856747871,-0.0415039856747871,-0.0415039856747871,0.0204926820810885,0.0204926820810885,0.0204926820810885,0.0737159287097473,0.0737159287097473,0.0737159287097473,0.0129396412188786,0.0129396412188786,0.0129396412188786,-0.00326334551023316,-0.00326334551023316,-0.00326334551023316,-0.0894465613863102,-0.0894465613863102,-0.0894465613863102,-0.176181566212061,-0.176181566212061,-0.176181566212061,-0.124054725872928,-0.124054725872928,-0.124054725872928,0.147265931817377,0.147265931817377,0.147265931817377
"130",-0.0249853244927019,-0.0249853244927019,-0.0249853244927019,0.0426926890094469,0.0426926890094469,0.0426926890094469,0.0912199370626731,0.0912199370626731,0.0912199370626731,0.0182219628200633,0.0182219628200633,0.0182219628200633,-0.00382351613451516,-0.00382351613451516,-0.00382351613451516,0.00932142770113728,0.00932142770113728,0.00932142770113728,0.0760908703949431,0.0760908703949431,0.0760908703949431,1.3403201179776e-05,1.3403201179776e-05,1.3403201179776e-05,0.022380280828504,0.022380280828504,0.022380280828504
"264",-0.0333930670423008,-0.0333930670423008,-0.0333930670423008,0.0518695990224693,0.0518695990224693,0.0518695990224693,0.108878569908855,0.108878569908855,0.108878569908855,0.0127018870962017,0.0127018870962017,0.0127018870962017,-0.00541456796348412,-0.00541456796348412,-0.00541456796348412,-0.0478133661503208,-0.0478133661503208,-0.0478133661503208,-0.0496587128660726,-0.0496587128660726,-0.0496587128660726,0.0657397395701519,0.0657397395701519,0.0657397395701519,0.0181957476443146,0.0181957476443146,0.0181957476443146
"121",0.0165920629048263,0.0165920629048263,0.0165920629048263,0.0322108084560258,0.0322108084560258,0.0322108084560258,0.0855497581519276,0.0855497581519276,0.0855497581519276,0.033819359264994,0.033819359264994,0.033819359264994,-0.000947813395332926,-0.000947813395332926,-0.000947813395332926,-0.0350548753909011,-0.0350548753909011,-0.0350548753909011,-0.0287437593792522,-0.0287437593792522,-0.0287437593792522,0.115270615738973,0.115270615738973,0.115270615738973,-0.0268366310402493,-0.0268366310402493,-0.0268366310402493
"365",-0.0415039856747871,-0.0415039856747871,-0.0415039856747871,0.0204926820810885,0.0204926820810885,0.0204926820810885,0.0737159287097473,0.0737159287097473,0.0737159287097473,0.0129396412188786,0.0129396412188786,0.0129396412188786,-0.00326334551023316,-0.00326334551023316,-0.00326334551023316,-0.0894465613863102,-0.0894465613863102,-0.0894465613863102,-0.176181566212061,-0.176181566212061,-0.176181566212061,-0.124054725872928,-0.124054725872928,-0.124054725872928,0.147265931817377,0.147265931817377,0.147265931817377
"201",-0.0523812473928926,-0.0523812473928926,-0.0523812473928926,-0.310968444501578,-0.310968444501578,-0.310968444501578,-0.0855567129210624,-0.0855567129210624,-0.0855567129210624,-0.0159558331761766,-0.0159558331761766,-0.0159558331761766,-0.000142390639686764,-0.000142390639686764,-0.000142390639686764,0.00176812926247089,0.00176812926247089,0.00176812926247089,0.0685383305270579,0.0685383305270579,0.0685383305270579,0.0580781682524402,0.0580781682524402,0.0580781682524402,-0.0490662643860885,-0.0490662643860885,-0.0490662643860885
"384",-0.0273006164982636,-0.0273006164982636,-0.0273006164982636,0.0484591998187294,0.0484591998187294,0.0484591998187294,0.119461721006618,0.119461721006618,0.119461721006618,0.018264761129856,0.018264761129856,0.018264761129856,-0.00686033657292104,-0.00686033657292104,-0.00686033657292104,-0.059722510269739,-0.059722510269739,-0.059722510269739,-0.0831990932419934,-0.0831990932419934,-0.0831990932419934,0.128485641846961,0.128485641846961,0.128485641846961,-0.0102666653675489,-0.0102666653675489,-0.0102666653675489
"214",-0.0295194108305812,-0.0295194108305812,-0.0295194108305812,-0.00280407323392316,-0.00280407323392316,-0.00280407323392316,0.0786818085441454,0.0786818085441454,0.0786818085441454,0.01094927081045,0.01094927081045,0.01094927081045,-0.00487434073115029,-0.00487434073115029,-0.00487434073115029,-0.031090380757441,-0.031090380757441,-0.031090380757441,-0.0735161850845155,-0.0735161850845155,-0.0735161850845155,-0.0322565077359868,-0.0322565077359868,-0.0322565077359868,0.0833961323614912,0.0833961323614912,0.0833961323614912
"438",-0.0345334522197036,-0.0345334522197036,-0.0345334522197036,0.0277868603613392,0.0277868603613392,0.0277868603613392,0.0709525602412247,0.0709525602412247,0.0709525602412247,0.0107678830439528,0.0107678830439528,0.0107678830439528,-0.00287808101160742,-0.00287808101160742,-0.00287808101160742,-0.0216336702481702,-0.0216336702481702,-0.0216336702481702,-0.0426535354418569,-0.0426535354418569,-0.0426535354418569,0.0185026082500195,0.0185026082500195,0.0185026082500195,0.0290437114604544,0.0290437114604544,0.0290437114604544
